sample_id	ENG_z	SYN_cof_z	SYN_carb_z	BA_z	TRP_z	PROT_z	MUC_z	HIS_z	TMA_z	UREM_z	IRON_z	LPS_z	ETU_z	HYS_z	ENG_tier	SYN_cof_class	SYN_carb_class	BA_class	TRP_class	PROT_class	MUC_class	HIS_class	TMA_class	UREM_class	IRON_class	LPS_class	ETU_class	HYS_class	cell_3D
sample_047	-0.649937288272969	-0.6138953696184172	1.0509323194685158	-0.39765885373569276	0.43904896528436527	-0.8939946424580698	0.31843986449938605	0.2271110603816591	-0.6893342207844987	0.3362422916867898	-0.021954874539266537	1.1887224843330768	1.3072616904055925	0.4272310384900737	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_RESILIENT	BA_LOW	TRP_MID	PROT_LOW	MUC_MID	HIS_MID	TMA_LOW	UREM_MID	IRON_MID	LPS_HIGH	ETU_HIGH	HYS_MID	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_RESILIENT
sample_048	-0.6305118163406932	-0.07855182331536278	0.69238907050614	-0.7005444407611364	0.15689075640873149	0.036604978595170576	-0.843026048850501	-0.009273697332561311	0.5635184052014871	1.1595939722541975	0.34208796432971394	1.1427214422138199	0.14768008587506537	-0.2233601629016557	T4_DYSBIOTIC	SYN_PARTIAL	SYN_carb_RESILIENT	BA_LOW	TRP_MID	PROT_MID	MUC_LOW	HIS_MID	TMA_HIGH	UREM_HIGH	IRON_MID	LPS_HIGH	ETU_MID	HYS_MID	T4_DYSBIOTIC × SYN_PARTIAL × SYN_carb_RESILIENT
sample_049	-0.33064495204225886	-0.775046659281126	-0.08143136039907148	-0.4431740364040001	0.9849634457848664	1.1884453422908485	-3.9199017718815594	-0.8068037775517808	0.13822288273908837	0.9007159229208699	1.1314431077428515	0.5906936502394206	0.8051346892078611	-0.49767711623491356	T3_ALTERED	SYN_FRAGILE	SYN_carb_PARTIAL	BA_LOW	TRP_HIGH	PROT_HIGH	MUC_LOW	HIS_LOW	TMA_MID	UREM_HIGH	IRON_HIGH	LPS_HIGH	ETU_HIGH	HYS_LOW	T3_ALTERED × SYN_FRAGILE × SYN_carb_PARTIAL
sample_050	-0.1416229603856698	0.13405853309347526	0.5673510479558824	-0.07723918895603642	-1.027637242871703	0.5255821846134303	-1.277839041744867	-0.49584820829080567	0.8198144435161214	0.22037940554904684	0.8437702796234547	0.0470966954531529	1.7136072472901844	-0.7315083971049342	T3_ALTERED	SYN_PARTIAL	SYN_carb_RESILIENT	BA_MID	TRP_LOW	PROT_HIGH	MUC_LOW	HIS_LOW	TMA_HIGH	UREM_MID	IRON_HIGH	LPS_MID	ETU_HIGH	HYS_LOW	T3_ALTERED × SYN_PARTIAL × SYN_carb_RESILIENT
sample_051	-0.10047337080325601	-0.2661406409195401	-0.599109487317301	-0.025251819171072956	0.08314900756540927	-0.8021891554468248	-0.6270586379419141	0.0863408104197628	1.2426601823058878	0.748205172299267	-0.15119010541391512	0.594567624734965	-3.2935719997586395	0.3783208677144363	T3_ALTERED	SYN_FRAGILE	SYN_carb_FRAGILE	BA_MID	TRP_MID	PROT_LOW	MUC_LOW	HIS_MID	TMA_HIGH	UREM_HIGH	IRON_MID	LPS_HIGH	ETU_LOW	HYS_MID	T3_ALTERED × SYN_FRAGILE × SYN_carb_FRAGILE
sample_052	-0.5585556990451734	-1.2136376517125933	0.18613420276331388	-1.2189155563837595	0.4073536197633416	-0.7142355639576828	0.8724172600922787	1.4378814358429735	-1.4756259553688522	0.7927475583329446	1.123388231637247	1.3320785879434052	0.3899960967393983	-0.9933995608775763	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_PARTIAL	BA_LOW	TRP_MID	PROT_LOW	MUC_HIGH	HIS_HIGH	TMA_LOW	UREM_HIGH	IRON_HIGH	LPS_HIGH	ETU_MID	HYS_LOW	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_PARTIAL
sample_053	1.520439610060265	0.9360406436463702	0.09031249671697561	0.719716414909805	-0.9184876007259263	1.1116408265289488	1.6665971271860598	0.49765428333674333	-0.4131419532582828	0.21554630146754378	0.45226423417189476	-0.7640411279705652	-0.5547175008059686	0.2632573979072408	T1_EUBIOTIC	SYN_RESILIENT	SYN_carb_PARTIAL	BA_HIGH	TRP_LOW	PROT_HIGH	MUC_HIGH	HIS_HIGH	TMA_LOW	UREM_MID	IRON_MID	LPS_LOW	ETU_LOW	HYS_MID	T1_EUBIOTIC × SYN_RESILIENT × SYN_carb_PARTIAL
sample_054	-0.11030386028390457	0.2722741256595495	0.7181840246495951	0.2608832569392244	1.042150071735467	0.30668591337550627	-0.0291870456401519	0.31532195859650647	-0.6552708754404462	0.6458218433483217	1.2748562831877464	0.18686659357512658	-0.030603980536071645	-1.5777647487473847	T3_ALTERED	SYN_PARTIAL	SYN_carb_RESILIENT	BA_MID	TRP_HIGH	PROT_MID	MUC_MID	HIS_MID	TMA_LOW	UREM_HIGH	IRON_HIGH	LPS_MID	ETU_MID	HYS_LOW	T3_ALTERED × SYN_PARTIAL × SYN_carb_RESILIENT
sample_055	0.5380377279006733	0.5455097205524414	1.9802643790956718	0.3284899466039623	-0.3437252639805829	0.40402910322695607	-0.021394628918591126	0.8922740322217998	0.1888611997169956	-1.0939510131530144	0.9751704736271188	0.5640972585978054	-1.6077160156136852	-0.0003254222332056075	T2_PRESERVED	SYN_RESILIENT	SYN_carb_RESILIENT	BA_MID	TRP_MID	PROT_MID	MUC_MID	HIS_HIGH	TMA_MID	UREM_LOW	IRON_HIGH	LPS_HIGH	ETU_LOW	HYS_MID	T2_PRESERVED × SYN_RESILIENT × SYN_carb_RESILIENT
sample_056	0.6676630166933861	0.7623221167818298	-3.650513736253452	0.7467585528754712	1.1719241698911431	1.7118555293595117	-0.48489271205093665	-0.944100196958051	-0.28517515437360225	-2.2352535505552296	0.008911021076930323	-0.9707802087004246	1.0429540209397177	0.8567274696108155	T1_EUBIOTIC	SYN_RESILIENT	SYN_carb_FRAGILE	BA_HIGH	TRP_HIGH	PROT_HIGH	MUC_LOW	HIS_LOW	TMA_MID	UREM_LOW	IRON_MID	LPS_LOW	ETU_HIGH	HYS_HIGH	T1_EUBIOTIC × SYN_RESILIENT × SYN_carb_FRAGILE
sample_057	-0.04963023067907521	0.5702999972215774	-0.8064563845837697	0.18228521577692613	1.7306951086222246	-0.4954719879587436	-1.136489575988897	0.3554043739785266	-0.39993075591135324	-1.0125432713379983	-1.0873055244485854	0.5408018267412271	0.5375145943863536	0.0753498322891373	T3_ALTERED	SYN_RESILIENT	SYN_carb_FRAGILE	BA_MID	TRP_HIGH	PROT_LOW	MUC_LOW	HIS_MID	TMA_LOW	UREM_LOW	IRON_LOW	LPS_HIGH	ETU_MID	HYS_MID	T3_ALTERED × SYN_RESILIENT × SYN_carb_FRAGILE
sample_058	-1.2304327676020677	-1.8178146767337844	0.54410952205992	-1.7730650670864865	0.8252501200393272	-0.2446203079312394	-1.0167619078590167	-1.1082623655076234	-0.8761571136614194	-0.15794957391068826	0.024141489734283816	0.5052172220255043	-0.32943879235142093	0.6339133995665356	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_PARTIAL	BA_LOW	TRP_HIGH	PROT_MID	MUC_LOW	HIS_LOW	TMA_LOW	UREM_MID	IRON_MID	LPS_MID	ETU_LOW	HYS_HIGH	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_PARTIAL
sample_059	0.8510482545327581	0.5142847853295053	-0.6607395268723479	0.43600569725895105	0.1528983246307796	0.6328526689769669	0.31657039236857193	0.8881843160813584	1.5029451036106156	0.4100445616796746	-0.5403251408789579	-0.4004104090105468	-0.12564941191007556	1.0196078269045272	T1_EUBIOTIC	SYN_RESILIENT	SYN_carb_FRAGILE	BA_MID	TRP_MID	PROT_HIGH	MUC_MID	HIS_HIGH	TMA_HIGH	UREM_MID	IRON_LOW	LPS_LOW	ETU_MID	HYS_HIGH	T1_EUBIOTIC × SYN_RESILIENT × SYN_carb_FRAGILE
sample_060	-1.1636018850564285	-0.5725185958999855	-0.5366098522085961	-1.0101995863494286	-0.8725393865202454	-0.16985117297068061	0.1624027417201777	0.8010307589678546	0.2715363051705859	0.47015038538097487	-0.01884358454993214	1.028196631988749	-0.2251171202264367	1.3551958527708279	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_FRAGILE	BA_LOW	TRP_LOW	PROT_MID	MUC_MID	HIS_HIGH	TMA_MID	UREM_HIGH	IRON_MID	LPS_HIGH	ETU_LOW	HYS_HIGH	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_FRAGILE
sample_061	1.9852289764880184	1.407665353303458	0.12798484705591634	0.7543643280006662	-0.2783002780833014	0.8743028037401893	0.12973907750033825	1.1902115878880646	0.17261274963595943	-1.0182086927683798	-0.7924571037774395	-1.4400415456360813	0.5375145943863536	-0.28598061491222243	T1_EUBIOTIC	SYN_RESILIENT	SYN_carb_PARTIAL	BA_HIGH	TRP_MID	PROT_HIGH	MUC_MID	HIS_HIGH	TMA_MID	UREM_LOW	IRON_LOW	LPS_LOW	ETU_MID	HYS_LOW	T1_EUBIOTIC × SYN_RESILIENT × SYN_carb_PARTIAL
sample_062	0.04140125872896863	0.31516462827593816	-0.4183742817028868	0.8121823656804475	-2.34997108898197	0.2190053396719007	0.6756260506910077	-0.4395218261716398	-0.3357962415727332	0.9481796284680644	-0.6981704889835441	-0.18287538379403978	-1.2505259601170347	-0.0922206682381647	T2_PRESERVED	SYN_PARTIAL	SYN_carb_FRAGILE	BA_HIGH	TRP_LOW	PROT_MID	MUC_HIGH	HIS_LOW	TMA_MID	UREM_HIGH	IRON_LOW	LPS_LOW	ETU_LOW	HYS_MID	T2_PRESERVED × SYN_PARTIAL × SYN_carb_FRAGILE
sample_063	-0.15231199231000525	-0.31788394170981293	-2.1418507349068237	0.6724336713784402	0.12858780043540208	0.5094282855002019	-0.07227980482777545	1.336895644600938	-1.1013401529562306	0.07855145860015618	0.08083369165068871	0.625905044920129	-1.0920705069642105	0.8047113850203352	T3_ALTERED	SYN_FRAGILE	SYN_carb_FRAGILE	BA_HIGH	TRP_MID	PROT_HIGH	MUC_MID	HIS_HIGH	TMA_LOW	UREM_MID	IRON_MID	LPS_HIGH	ETU_LOW	HYS_HIGH	T3_ALTERED × SYN_FRAGILE × SYN_carb_FRAGILE
sample_064	-0.6056806990216854	0.014196458778780346	0.9538722154958011	-0.21691164113032546	0.0447864968335299	0.3204715476979237	1.3735307535448742	-1.1928614479967776	-0.8034214536969079	-1.0761169477983605	0.5333894462934315	0.5630968974219156	1.3072616904055925	-2.1510223073142813	T4_DYSBIOTIC	SYN_PARTIAL	SYN_carb_RESILIENT	BA_LOW	TRP_MID	PROT_MID	MUC_HIGH	HIS_LOW	TMA_LOW	UREM_LOW	IRON_MID	LPS_HIGH	ETU_HIGH	HYS_LOW	T4_DYSBIOTIC × SYN_PARTIAL × SYN_carb_RESILIENT
sample_065	-0.6110732107409386	-0.203960789254757	0.3952998695600954	0.040634171995511816	0.46495429436310304	-0.20198162187023444	-0.5031619679270243	0.62604771365909	1.5611767867190984	0.4842922889241569	0.3721555639482441	0.39637792906643404	1.1526278113521884	-0.2648400758324964	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_PARTIAL	BA_MID	TRP_MID	PROT_MID	MUC_LOW	HIS_HIGH	TMA_HIGH	UREM_HIGH	IRON_MID	LPS_MID	ETU_HIGH	HYS_MID	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_PARTIAL
sample_066	-0.9097034786021524	-0.4707397066118649	1.2743328092313055	-0.7813844315921893	0.7447474453778816	0.270612245632401	0.4590422256209258	-0.03924561864628902	-1.369351941147601	0.21554630146754378	-1.477875259769494	0.9373410384905857	1.0429540209397177	0.26832191213066986	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_RESILIENT	BA_LOW	TRP_HIGH	PROT_MID	MUC_MID	HIS_MID	TMA_LOW	UREM_MID	IRON_LOW	LPS_HIGH	ETU_HIGH	HYS_MID	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_RESILIENT
sample_067	0.2066612575805316	0.805572241592457	0.8398191006770541	0.5697529076177216	0.37591559300968935	0.9467535284405418	0.6871160016087262	2.8011162783618886	0.403347400173672	0.9927220145017446	-1.2941394190711835	-0.8278016355950182	0.5375145943863536	-0.5889516503375201	T2_PRESERVED	SYN_RESILIENT	SYN_carb_RESILIENT	BA_HIGH	TRP_MID	PROT_HIGH	MUC_HIGH	HIS_HIGH	TMA_HIGH	UREM_HIGH	IRON_LOW	LPS_LOW	ETU_MID	HYS_LOW	T2_PRESERVED × SYN_RESILIENT × SYN_carb_RESILIENT
sample_068	0.5469318187780059	0.6266430138170518	-0.3128706355695251	0.36077279149197333	0.6728320962756258	1.5086751263158127	1.4709977473743105	-0.5811908908159251	0.05127254520497263	0.3583421610754617	-0.4425119777114721	0.19444756603024319	0.741303974827698	1.3022552518035289	T2_PRESERVED	SYN_RESILIENT	SYN_carb_PARTIAL	BA_MID	TRP_HIGH	PROT_HIGH	MUC_HIGH	HIS_LOW	TMA_MID	UREM_MID	IRON_LOW	LPS_MID	ETU_HIGH	HYS_HIGH	T2_PRESERVED × SYN_RESILIENT × SYN_carb_PARTIAL
sample_069	-0.23317554994646084	-0.8565517311029269	1.7763346689160806	-0.6310806224024869	0.8335592838377202	-0.3807660862236988	0.15239391230117086	-0.5331524683628285	-1.6656669108659024	0.7074274524386994	0.7741606030413671	0.8362325757363647	-0.5547175008059686	0.520877614481852	T3_ALTERED	SYN_FRAGILE	SYN_carb_RESILIENT	BA_LOW	TRP_HIGH	PROT_LOW	MUC_MID	HIS_LOW	TMA_LOW	UREM_HIGH	IRON_HIGH	LPS_HIGH	ETU_LOW	HYS_HIGH	T3_ALTERED × SYN_FRAGILE × SYN_carb_RESILIENT
sample_070	0.10054589502844456	0.466545271844829	1.0880104935174746	0.2070737289158746	1.7328810573293065	0.48734512758937454	0.12828827933139805	-0.2938184773321969	1.3603632475821341	1.446854350939391	0.6109078782741432	0.22122041093385336	-2.288624274281517	1.08386582932295	T2_PRESERVED	SYN_PARTIAL	SYN_carb_RESILIENT	BA_MID	TRP_HIGH	PROT_HIGH	MUC_MID	HIS_MID	TMA_HIGH	UREM_HIGH	IRON_HIGH	LPS_MID	ETU_LOW	HYS_HIGH	T2_PRESERVED × SYN_PARTIAL × SYN_carb_RESILIENT
sample_071	1.2778213148231812	0.6005009210036819	0.4070704140638957	1.450719960575421	-1.0222986097441409	0.4351276330944967	-1.9005505070456796	1.4663989255666836	-0.4297406183657041	-0.5311606458787259	0.8905258302879354	-1.1476761789425722	-0.43911258276389176	1.7896472248804494	T1_EUBIOTIC	SYN_RESILIENT	SYN_carb_PARTIAL	BA_HIGH	TRP_LOW	PROT_MID	MUC_LOW	HIS_HIGH	TMA_LOW	UREM_LOW	IRON_HIGH	LPS_LOW	ETU_LOW	HYS_HIGH	T1_EUBIOTIC × SYN_RESILIENT × SYN_carb_PARTIAL
sample_072	1.8848952990894854	1.0786633924281976	0.005669212085708346	0.9199657413187096	0.6916918125180055	0.7958326700962344	0.1578136123354163	1.2559044566189224	-1.7783270097672306	-0.9570762045606712	1.5759439862799913	-1.4400415456360813	-1.6077160156136852	0.27588945004984067	T1_EUBIOTIC	SYN_RESILIENT	SYN_carb_PARTIAL	BA_HIGH	TRP_HIGH	PROT_HIGH	MUC_MID	HIS_HIGH	TMA_LOW	UREM_LOW	IRON_HIGH	LPS_LOW	ETU_LOW	HYS_MID	T1_EUBIOTIC × SYN_RESILIENT × SYN_carb_PARTIAL
sample_073	0.5761208393730612	0.43807599934085434	0.020143738895989315	0.6951951310763573	-0.06289791033842852	0.13738543196520034	0.5440262461407295	1.742327790308415	2.0318104026169745	-0.38108473742523086	1.4073664024923427	-1.3856719479149655	0.8051346892078611	1.3771877137957464	T2_PRESERVED	SYN_PARTIAL	SYN_carb_PARTIAL	BA_HIGH	TRP_MID	PROT_MID	MUC_HIGH	HIS_HIGH	TMA_HIGH	UREM_LOW	IRON_HIGH	LPS_LOW	ETU_HIGH	HYS_HIGH	T2_PRESERVED × SYN_PARTIAL × SYN_carb_PARTIAL
sample_074	-0.6876639532384164	0.10176428782250596	0.24773545586553	-0.22049341849100879	-0.03934276296762256	-0.13143414438073034	1.1468765692129208	0.11203470340075564	0.2618505877981636	-0.9901007546929899	-0.6981704889835441	0.4421981417262225	-0.8065576705779073	0.1853487878729052	T4_DYSBIOTIC	SYN_PARTIAL	SYN_carb_PARTIAL	BA_LOW	TRP_MID	PROT_MID	MUC_HIGH	HIS_MID	TMA_MID	UREM_LOW	IRON_LOW	LPS_MID	ETU_LOW	HYS_MID	T4_DYSBIOTIC × SYN_PARTIAL × SYN_carb_PARTIAL
sample_075	0.08617731254986281	0.20564723699653356	0.338825154662563	0.1224536862747428	1.3632770532511804	0.2027429150304774	1.364637856657983	-0.3449265851064897	0.3479684851286096	-0.6760327860161479	1.232905315088499	0.03274721010641396	0.31223588593180596	-0.6278080734417121	T2_PRESERVED	SYN_PARTIAL	SYN_carb_PARTIAL	BA_MID	TRP_HIGH	PROT_MID	MUC_HIGH	HIS_LOW	TMA_MID	UREM_LOW	IRON_HIGH	LPS_MID	ETU_MID	HYS_LOW	T2_PRESERVED × SYN_PARTIAL × SYN_carb_PARTIAL
sample_076	-0.7875695806054833	-0.78468375137746	-0.09120668460246767	-0.6241007630318548	-0.27426323883638093	-0.10074485324660741	-0.7616266981551463	-0.7227270104516685	-0.4651712116668557	0.09705873042638055	-2.2507712815269154	0.3417069286534547	0.6755089331257023	-1.1064353459622598	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_PARTIAL	BA_LOW	TRP_MID	PROT_MID	MUC_LOW	HIS_LOW	TMA_LOW	UREM_MID	IRON_LOW	LPS_MID	ETU_HIGH	HYS_LOW	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_PARTIAL
sample_077	0.25275109089724523	0.6178612331131835	-0.8643113943281713	-0.02079779628305735	-0.47568478619486493	0.8797140698721556	-0.35317226024271026	-0.2857326794199657	0.7309499569610747	-6.709578698088826	-0.025071725371573886	-0.006050390062648348	0.8051346892078611	-0.8723734875045441	T2_PRESERVED	SYN_RESILIENT	SYN_carb_FRAGILE	BA_MID	TRP_LOW	PROT_HIGH	MUC_MID	HIS_MID	TMA_HIGH	UREM_LOW	IRON_MID	LPS_MID	ETU_HIGH	HYS_LOW	T2_PRESERVED × SYN_RESILIENT × SYN_carb_FRAGILE
sample_078	-0.1919890840094755	0.14131516327624505	1.919062608504321	-0.14421577589989074	-2.454109700926417	0.7373517155367336	0.6552251558340791	0.5989192132679456	0.6467727341159234	-0.11473701188201421	-0.707373030531321	0.5366879493385538	0.98593277135769	-0.24051601648256843	T3_ALTERED	SYN_PARTIAL	SYN_carb_RESILIENT	BA_MID	TRP_LOW	PROT_HIGH	MUC_HIGH	HIS_HIGH	TMA_HIGH	UREM_MID	IRON_LOW	LPS_HIGH	ETU_HIGH	HYS_MID	T3_ALTERED × SYN_PARTIAL × SYN_carb_RESILIENT
sample_079	-0.3591326753566545	-0.44668937573392936	0.9165075421384108	-0.37901819915767027	-0.3440135667894807	-0.10074485324660741	-0.6905360715822353	0.8320702892530012	1.5404021037033973	0.20826625262196538	0.2406257569840666	0.7306019577607263	-0.8065576705779073	1.2152417579354269	T3_ALTERED	SYN_FRAGILE	SYN_carb_RESILIENT	BA_LOW	TRP_LOW	PROT_MID	MUC_LOW	HIS_HIGH	TMA_HIGH	UREM_MID	IRON_MID	LPS_HIGH	ETU_LOW	HYS_HIGH	T3_ALTERED × SYN_FRAGILE × SYN_carb_RESILIENT
sample_080	-0.06900480400050464	0.5814357066981993	-0.03961589028896725	0.3293540022734902	-0.8230199285321659	0.43140198852315104	-0.14377310461928852	0.836836192753317	-1.2992813187284593	0.6458218433483217	0.5446767192029892	-0.09739895558012353	-0.6769319144957484	-0.1434238681448082	T3_ALTERED	SYN_RESILIENT	SYN_carb_PARTIAL	BA_MID	TRP_LOW	PROT_MID	MUC_MID	HIS_HIGH	TMA_LOW	UREM_HIGH	IRON_MID	LPS_MID	ETU_LOW	HYS_MID	T3_ALTERED × SYN_RESILIENT × SYN_carb_PARTIAL
sample_081	-0.31706501213598176	-0.8401209715032593	-0.8916315617301527	0.2387383996311432	1.3537919974445969	0.46425277380516233	0.6052561976046271	-1.1807697792431144	-0.7262228030543432	0.17130645767086153	1.2283501250980846	0.5304815321727575	0.9273491028976409	0.22216761929105755	T3_ALTERED	SYN_FRAGILE	SYN_carb_FRAGILE	BA_MID	TRP_HIGH	PROT_HIGH	MUC_HIGH	HIS_LOW	TMA_LOW	UREM_MID	IRON_HIGH	LPS_HIGH	ETU_HIGH	HYS_MID	T3_ALTERED × SYN_FRAGILE × SYN_carb_FRAGILE
sample_082	0.41970238685538774	0.27660399085827425	-0.7732260471031943	0.5336126843586905	0.9820505738284492	-0.3209516543789144	-1.3413232246032494	0.17705739107315477	-1.9549915688823052	0.3583421610754617	1.433242452377902	-0.14681731296901884	-1.8115053960550296	-0.3584866518242747	T2_PRESERVED	SYN_PARTIAL	SYN_carb_FRAGILE	BA_HIGH	TRP_HIGH	PROT_LOW	MUC_LOW	HIS_MID	TMA_LOW	UREM_MID	IRON_HIGH	LPS_MID	ETU_LOW	HYS_LOW	T2_PRESERVED × SYN_PARTIAL × SYN_carb_FRAGILE
sample_083	0.218850032541422	0.1437943004000268	-1.3408890313448152	0.32862134198128023	0.7537505858817826	-0.2805039317469923	0.9090771046976525	0.01595096263455473	-1.029569946437852	0.6222550444505706	-0.12456550311604192	-0.33269344630182485	-0.32943879235142093	-2.3384686853018466	T2_PRESERVED	SYN_PARTIAL	SYN_carb_FRAGILE	BA_MID	TRP_HIGH	PROT_LOW	MUC_HIGH	HIS_MID	TMA_LOW	UREM_HIGH	IRON_MID	LPS_LOW	ETU_LOW	HYS_LOW	T2_PRESERVED × SYN_PARTIAL × SYN_carb_FRAGILE
sample_084	0.14161797242568575	0.5778846190852933	1.4235114633352601	0.0796163320745345	1.6748097699945095	0.7997262488684157	-0.2831356496464834	0.8474935063487012	-0.38009990149920464	0.5433826700530252	-0.08537559371696817	-0.07469334531744473	0.3899960967393983	-1.3727013295483699	T2_PRESERVED	SYN_RESILIENT	SYN_carb_RESILIENT	BA_MID	TRP_HIGH	PROT_HIGH	MUC_MID	HIS_HIGH	TMA_MID	UREM_HIGH	IRON_MID	LPS_MID	ETU_MID	HYS_LOW	T2_PRESERVED × SYN_RESILIENT × SYN_carb_RESILIENT
sample_085	0.680434725890396	1.1520616669584725	0.6520799414572538	0.7320528646934235	0.6601905358668898	0.6982600408423927	1.0874300285969019	-1.2502940860713927	-1.4048262766052233	1.294343600317788	0.6109078782741432	-1.0398006944601421	-2.9037374912473517	-0.14342386814480676	T1_EUBIOTIC	SYN_RESILIENT	SYN_carb_RESILIENT	BA_HIGH	TRP_HIGH	PROT_HIGH	MUC_HIGH	HIS_LOW	TMA_LOW	UREM_HIGH	IRON_HIGH	LPS_LOW	ETU_LOW	HYS_MID	T1_EUBIOTIC × SYN_RESILIENT × SYN_carb_RESILIENT
sample_086	-0.48517954120100637	-0.250771583955701	-2.178638268700376	-0.06754398597745823	-0.32022669834638684	0.40443834196037587	0.8418548632506238	1.4029016022777923	0.685031750438737	-0.7123359634338149	-1.749088966233173	0.08370682766907374	0.8671149749658845	0.27588945004984067	T3_ALTERED	SYN_FRAGILE	SYN_carb_FRAGILE	BA_MID	TRP_MID	PROT_MID	MUC_HIGH	HIS_HIGH	TMA_HIGH	UREM_LOW	IRON_LOW	LPS_MID	ETU_HIGH	HYS_MID	T3_ALTERED × SYN_FRAGILE × SYN_carb_FRAGILE
sample_087	0.08462923417984547	0.8008920590207401	0.037954524523078334	0.16107297226664233	1.1329720240495276	-0.6518610306260008	-0.0194340915424436	1.1493743009715218	0.7820798392152566	0.15120178270922513	-0.11140410044368171	-0.80450620373844	-0.6769319144957484	1.2433689559895142	T2_PRESERVED	SYN_RESILIENT	SYN_carb_PARTIAL	BA_MID	TRP_HIGH	PROT_LOW	MUC_MID	HIS_HIGH	TMA_HIGH	UREM_MID	IRON_MID	LPS_LOW	ETU_LOW	HYS_HIGH	T2_PRESERVED × SYN_RESILIENT × SYN_carb_PARTIAL
sample_088	0.07393358138722106	0.012310481444045618	-0.11632534636824785	0.13981284553803427	-0.6770119268521676	0.5593852980487458	-1.1331008201882444	-2.1812684640630615	-0.7392776078358329	0.4883075850567965	-0.12456550311604192	0.3050967964375346	0.9273491028976409	1.576572205136788	T2_PRESERVED	SYN_PARTIAL	SYN_carb_PARTIAL	BA_MID	TRP_LOW	PROT_HIGH	MUC_LOW	HIS_LOW	TMA_LOW	UREM_HIGH	IRON_MID	LPS_MID	ETU_HIGH	HYS_HIGH	T2_PRESERVED × SYN_PARTIAL × SYN_carb_PARTIAL
sample_089	-0.6256903079321041	-0.5571059422639175	-0.23120473111238468	-0.18698130582829475	-0.034146795668743464	-0.8262338373843412	-1.4888970258454364	0.6666168844070547	-0.311004771925322	0.8453902079651131	-0.25481727588857817	0.9601290736144221	0.3899960967393983	0.5615446427288546	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_PARTIAL	BA_MID	TRP_MID	PROT_LOW	MUC_LOW	HIS_HIGH	TMA_MID	UREM_HIGH	IRON_MID	LPS_HIGH	ETU_MID	HYS_HIGH	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_PARTIAL
sample_090	-0.14666166660399804	0.13809349202654775	0.9804069615746037	0.01674629093167928	0.9712762457117834	-0.5566538719455209	0.9313356468492019	0.03989831536430605	0.4044474820676864	0.5317559944713527	0.5956774096167897	1.1252451394856546	-0.030603980536071645	0.258177179738613	T3_ALTERED	SYN_PARTIAL	SYN_carb_RESILIENT	BA_MID	TRP_HIGH	PROT_LOW	MUC_HIGH	HIS_MID	TMA_HIGH	UREM_HIGH	IRON_HIGH	LPS_HIGH	ETU_MID	HYS_MID	T3_ALTERED × SYN_PARTIAL × SYN_carb_RESILIENT
sample_091	-0.2402715816638651	-0.7332415134799792	0.2400290971977648	-0.2167338909037337	1.2028354228926432	0.34311547780465895	-0.5841420650602863	0.06612299345277292	-0.4434312172922314	0.605711854928347	-1.0420074561727002	0.37688099378718715	-0.2251171202264367	-0.9291415584591551	T3_ALTERED	SYN_FRAGILE	SYN_carb_PARTIAL	BA_LOW	TRP_HIGH	PROT_MID	MUC_LOW	HIS_MID	TMA_LOW	UREM_HIGH	IRON_LOW	LPS_MID	ETU_LOW	HYS_LOW	T3_ALTERED × SYN_FRAGILE × SYN_carb_PARTIAL
sample_092	-0.40684669153599434	0.5545201214675337	-0.01245361364371555	0.28469652824399544	1.2998781912315627	0.0865619911437124	0.13336138579196408	0.2618639138715873	1.396199430075193	0.5002870740724642	-0.6087212630791274	0.5158306441341544	-3.2935719997586395	0.6876352303253174	T3_ALTERED	SYN_RESILIENT	SYN_carb_PARTIAL	BA_MID	TRP_HIGH	PROT_MID	MUC_MID	HIS_MID	TMA_HIGH	UREM_HIGH	IRON_LOW	LPS_HIGH	ETU_LOW	HYS_HIGH	T3_ALTERED × SYN_RESILIENT × SYN_carb_PARTIAL
